ccn,name,city,county,county_fips,zip,hospital_type,critical_access,ownership,emergency_services,health_system,county_rural,county_rucc,in_cehrt_bundle,endpoint_resolvable,org_endpoint_linked,ehr_vendor,vendor_record_synthetic,match_method
390203,DOYLESTOWN HOSPITAL,DOYLESTOWN,BUCKS,42017,18901,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,True,MEDITECH,False,name_city_exact
390204,NAZARETH HOSPITAL,PHILADELPHIA,PHILADELPHIA,42101,19152,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,False,Epic,False,name_city_exact
390211,SHARON REGIONAL MEDICAL CENTER,SHARON,MERCER,42085,16146,Acute Care Hospitals,False,Proprietary,True,,True,4,True,True,True,Oracle Health (Cerner),False,name_city_exact
390217,EXCELA HEALTH - FRICK HOSPITAL,MOUNT PLEASANT,WESTMORELAND,42129,15666,Acute Care Hospitals,False,Voluntary non-profit - Other,True,Excela Health,False,1,False,False,False,,False,
390219,EXCELA HEALTH LATROBE HOSPITAL,LATROBE,WESTMORELAND,42129,15650,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Excela Health,False,1,False,False,False,,False,
390222,RIDDLE MEMORIAL HOSPITAL,MEDIA,DELAWARE,42045,19063,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,True,athenahealth,False,name_city_exact
390223,PENN PRESBYTERIAN MEDICAL CENTER,PHILADELPHIA,PHILADELPHIA,42101,19104,Acute Care Hospitals,False,Voluntary non-profit - Other,True,,False,1,True,True,False,Epic,False,name_city_exact
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,EPHRATA,LANCASTER,42071,17522,Acute Care Hospitals,False,Voluntary non-profit - Other,True,WellSpan Health,False,2,True,True,False,Epic,False,name_city_exact
390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PHILADELPHIA,42101,19107,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,False,Epic,False,name_city_exact
390228,ST CLAIR HOSPITAL,PITTSBURGH,ALLEGHENY,42003,15243,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,True,athenahealth,False,name_city_exact
390231,JEFFERSON ABINGTON HOSPITAL,ABINGTON,MONTGOMERY,42091,19001,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Jefferson Health,False,1,True,True,False,Epic,False,name_city_exact
390233,UPMC HANOVER,HANOVER,YORK,42133,17331,Acute Care Hospitals,False,Voluntary non-profit - Private,True,UPMC,False,2,True,True,False,Epic,False,name_city_exact
390237,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,LACKAWANNA,42069,18501,Acute Care Hospitals,False,Proprietary,True,,False,2,True,True,True,athenahealth,False,name_city_exact
390256,MILTON S HERSHEY MEDICAL CENTER,HERSHEY,DAUPHIN,42043,17033,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,2,True,True,True,Oracle Health (Cerner),False,name_city_token
390258,ST MARY MEDICAL CENTER,LANGHORNE,BUCKS,42017,19047,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,True,athenahealth,False,name_city_exact
390265,JEFFERSON HOSPITAL,JEFFERSON HILLS,ALLEGHENY,42003,15025,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Jefferson Health,False,1,True,True,False,Epic,False,name_city_exact
390266,GROVE CITY MEDICAL CENTER,GROVE CITY,MERCER,42085,16127,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,True,4,True,True,False,Epic,False,name_city_exact
390267,FORBES HOSPITAL,MONROEVILLE,ALLEGHENY,42003,15146,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,False,Epic,False,name_city_exact
390268,MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,CENTRE,42027,16803,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,3,True,True,True,MEDITECH,False,name_city_exact
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES BARRE,LUZERNE,42079,18711,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Geisinger,False,2,True,True,False,Epic,False,name_city_token
390272,VALLEY FORGE MEDICAL CENTER,NORRISTOWN,MONTGOMERY,42091,19403,Acute Care Hospitals,False,Proprietary,False,,False,1,True,True,True,TruBridge,False,name_city_exact
390278,EAGLEVILLE HOSPITAL,EAGLEVILLE,MONTGOMERY,42091,19403,Acute Care Hospitals,False,Voluntary non-profit - Private,False,,False,1,False,False,False,,False,
390304,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,PHILADELPHIA,42101,19128,Acute Care Hospitals,False,Proprietary,True,,False,1,True,True,False,Epic,False,name_city_exact
390307,EDGEWOOD SURGICAL HOSPITAL,TRANSFER,MERCER,42085,16154,Acute Care Hospitals,False,Physician,False,,True,4,True,True,True,TruBridge,False,name_city_exact
390316,SURGICAL INSTITUTE OF READING,WYOMISSING,BERKS,42011,19610,Acute Care Hospitals,False,Physician,False,,False,2,True,True,True,TruBridge,False,name_city_exact
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,BENSALEM,BUCKS,42017,19020,Acute Care Hospitals,False,Proprietary,False,,False,1,False,False,False,,False,
390323,ADVANCED SURGICAL HOSPITAL,WASHINGTON,WASHINGTON,42125,15301,Acute Care Hospitals,False,Physician,False,,False,1,True,True,True,TruBridge,False,name_city_exact
390324,PHYSICIANS CARE SURGICAL HOSPITAL,ROYERSFORD,MONTGOMERY,42091,19468,Acute Care Hospitals,False,Physician,False,,False,1,False,False,False,,False,
390325,OSS ORTHOPAEDIC HOSPITAL,YORK,YORK,42133,17402,Acute Care Hospitals,False,Proprietary,False,,False,2,True,True,True,Oracle Health (Cerner),False,name_city_token
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,YORK,YORK,42133,17403,Acute Care Hospitals,False,Voluntary non-profit - Private,False,WellSpan Health,False,2,True,True,False,Epic,False,name_city_exact
390328,UPMC EAST,MONROEVILLE,ALLEGHENY,42003,15146,Acute Care Hospitals,False,Voluntary non-profit - Private,True,UPMC,False,1,True,True,False,Epic,False,name_city_exact
390329,JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,EAST NORRITON,MONTGOMERY,42091,19403,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Jefferson Health,False,1,False,False,False,,False,
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,STROUDSBURG,MONROE,42089,18360,Acute Care Hospitals,False,Voluntary non-profit - Private,True,St. Luke's University Health Network,True,4,True,True,False,Epic,False,name_city_exact
390331,WILLS EYE HOSPITAL,PHILADELPHIA,PHILADELPHIA,42101,19107,Acute Care Hospitals,False,Voluntary non-profit - Private,False,,False,1,True,True,True,Oracle Health (Cerner),False,name_city_token
390332,GEISINGER ST. LUKE'S  HOSPITAL,ORWIGSBURG,SCHUYLKILL,42107,17961,Acute Care Hospitals,False,Voluntary non-profit - Private,False,Geisinger,True,4,True,True,False,Epic,False,name_city_token
390333,"AHN EMERUS WESTMORELAND, LLC",GREENSBURG,WESTMORELAND,42129,15601,Acute Care Hospitals,False,Proprietary,True,,False,1,False,False,False,,False,
390334,AHN WEXFORD HOSPITAL,WEXFORD,ALLEGHENY,42003,15090,Acute Care Hospitals,False,Voluntary non-profit - Private,True,,False,1,True,True,True,athenahealth,False,name_city_exact
390335,ST LUKE'S HOSPITAL - CARBON CAMPUS,LEHIGHTON,CARBON,42025,18235,Acute Care Hospitals,False,Voluntary non-profit - Private,True,St. Luke's University Health Network,False,2,False,False,False,,False,
390336,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,ENOLA,CUMBERLAND,42041,17025,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Penn State Health,False,2,True,True,True,athenahealth,False,name_city_exact
390337,GEISINGER MEDICAL CENTER MUNCY,MUNCY,LYCOMING,42081,17756,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Geisinger,False,3,True,True,False,Epic,False,name_city_exact
390338,LEHIGH VALLEY HOSPITAL - DICKSON CITY,DICKSON CITY,LACKAWANNA,42069,18519,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Lehigh Valley Health Network,False,2,True,True,False,Epic,False,name_city_exact
390339,PENN STATE HEALTH LANCASTER MEDICAL CENTER,LANCASTER,LANCASTER,42071,17601,Acute Care Hospitals,False,Voluntary non-profit - Private,True,Penn State Health,False,2,False,False,False,,False,
390430,LEHIGH VALLEY HOSPITAL - MACUNGIE,MACUNGIE,LEHIGH,42077,18062,Acute Care Hospitals,False,Proprietary,True,Lehigh Valley Health Network,False,2,True,True,False,Epic,False,name_city_exact
391300,GEISINGER JERSEY SHORE HOSPITAL,JERSEY SHORE,LYCOMING,42081,17740,Critical Access Hospitals,True,Voluntary non-profit - Private,True,Geisinger,False,3,True,True,False,Epic,False,name_city_exact
391301,UPMC MUNCY,MUNCY,LYCOMING,42081,17756,Critical Access Hospitals,True,Voluntary non-profit - Private,True,UPMC,False,3,True,True,False,Epic,False,name_city_exact
391302,CONEMAUGH MEYERSDALE MEDICAL CENTER,MEYERSDALE,SOMERSET,42111,15552,Critical Access Hospitals,True,Proprietary,True,Conemaugh Health System,True,6,True,True,False,Epic,False,name_city_exact
391303,FULTON COUNTY MEDICAL CENTER,MCCONNELLSBURG,FULTON,42057,17233,Critical Access Hospitals,True,Voluntary non-profit - Private,True,,True,8,True,True,True,MEDITECH,False,name_city_exact
391304,BUCKTAIL MEDICAL CENTER,RENOVO,CLINTON,42035,17764,Critical Access Hospitals,True,Voluntary non-profit - Private,True,,True,6,True,True,True,TruBridge,False,name_city_exact
391305,TROY COMMUNITY HOSPITAL,TROY,BRADFORD,42015,16947,Critical Access Hospitals,True,Voluntary non-profit - Private,True,,True,6,True,True,False,Epic,False,name_city_exact
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,MONTROSE,SUSQUEHANNA,42115,18801,Critical Access Hospitals,True,Voluntary non-profit - Private,True,,True,8,False,False,False,,False,
391307,PENN HIGHLANDS TYRONE,TYRONE,BLAIR,42013,16686,Critical Access Hospitals,True,Voluntary non-profit - Private,True,Penn Highlands Healthcare,False,3,False,False,False,,False,
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,CORRY,ERIE,42049,16407,Critical Access Hospitals,True,Government - Hospital District or Authority,True,,False,2,False,False,False,,False,
391309,BARNES-KASSON COUNTY HOSPITAL,SUSQUEHANNA,SUSQUEHANNA,42115,18847,Critical Access Hospitals,True,Voluntary non-profit - Private,True,,True,8,True,True,True,TruBridge,False,name_city_exact
391312,PENN HIGHLANDS BROOKVILLE,BROOKVILLE,JEFFERSON,42065,15825,Critical Access Hospitals,True,Voluntary non-profit - Private,True,Penn Highlands Healthcare,True,7,False,False,False,,False,
391313,UPMC COLE,COUDERSPORT,POTTER,42105,16915,Critical Access Hospitals,True,Voluntary non-profit - Private,True,UPMC,True,9,True,True,False,Epic,False,name_city_exact
